komentar,timestamp,platform,sentimen,clean
Oooohhh baru tau link aja itu dulunya TCash?,5 tahun yang lalu,youtube,netral,oooohhh baru tau link aja dulunya tcash
Tidak semua orang seperti kakak.. semoga bisa saling menginspirasi,6 tahun yang lalu,youtube,netral,tidak semua orang seperti kakak semoga bisa saling menginspirasi
" @FINTALK  👍👍,, terus berkarya konten2 nya..",6 tahun yang lalu,youtube,netral,👍👍 terus berkarya konten nya
Kadang gw mau ketawa sama kakak ini.. kereta di beli udah gitu nggak sadar.. ya tuhan.. apakah ini efek konsumsi mecin berlebihan..?,6 tahun yang lalu,youtube,netral,kadang gw mau ketawa sama kakak kereta beli udah gitu nggak sadar ya tuhan apakah efek konsumsi mecin berlebihan
" @danielsan7368  semoga akan lebih baik kedepan.  Kami usahakan sebaik mungkin dalam penyampaian informasi, meski terkadang ada salah salah kata sebagai manusia. Tapi yang jelas kami hanya berusaha untuk memberikan pengetahuan sedikit mengenai keuangan digital.. terimakasih feedbacknya akan kami perbaiki untuk kemudian hari 🙏",6 tahun yang lalu,youtube,netral,semoga akan lebih baik kedepan kami usahakan sebaik mungkin dalam penyampaian informasi meski terkadang ada salah salah kata sebagai manusia tapi jelas kami hanya berusaha memberikan pengetahuan sedikit mengenai keuangan digital terimakasih feedbacknya akan kami perbaiki kemudian hari 🙏
Ga semuanya gua setia pakek dana ga ganti2 hhhahah,5 tahun yang lalu,youtube,netral,ga semuanya gua setia pakek dana ga ganti hhhahah
" @egahadian8000  kalo buat nyimpen uang di Dana, terus di tarik saldonya tanpa belanja apakah bisa gan?",5 tahun yang lalu,youtube,netral,kalo buat nyimpen uang dana terus tarik saldonya tanpa belanja apakah bisa gan
Kalau gue GA mikirin e-walet aku mikirin embak  nya Cantik pinter lagi 😍😍,6 tahun yang lalu,youtube,netral,kalau gue ga mikirin ewalet mikirin embak nya cantik pinter lagi 😍😍
tolong buat ovo untuk pelayanan upggred ke akun premier bisa online...,6 tahun yang lalu,youtube,netral,tolong buat ovo pelayanan upggred akun premier bisa online
Ovo bangke sekarang transfer ke rekening bayar 2500 sama biaya top up 1000,6 tahun yang lalu,youtube,positif,ovo bangke sekarang transfer rekening bayar sama biaya top up
"Link aja dong, transfer ke bank himbara gratis selamanya hahahha",6 tahun yang lalu,youtube,netral,link aja dong transfer bank himbara gratis selamanya hahahha
I love is ovo,6 tahun yang lalu,youtube,netral,i love is ovo
1:22-1:25 bayar pake grab,6 tahun yang lalu (diedit),youtube,netral,bayar pake grab
Saya pecinta link aja .. cuma sangat di sayangkan promo nya semakin hilang sdikit2.. 😭,6 tahun yang lalu,youtube,negatif,pecinta link aja cuma sangat sayangkan promo nya semakin hilang sdikit 😭
"Gw transfer pake dana, saldo gw kepotong duit nya gak sampe.",6 tahun yang lalu,youtube,netral,gw transfer pake dana saldo gw kepotong duit nya gak sampe
"Ovo ,gopay ,dana, nobu epay, link aja
Cuman link aja yg nolak ktp saya..",6 tahun yang lalu,youtube,netral,ovo gopay dana nobu epay link aja cuman link aja yg nolak ktp
Selama mereka masih Bakar Duit ya w pake. Gak Bakar Duit = No Promo,6 tahun yang lalu,youtube,netral,selama mereka masih bakar duit ya w pake gak bakar duit no promo
Kalo menurut saya merchant si biru skrg lebih banyak dr si ungu.. promo vochernga jg lebih sering.,6 tahun yang lalu (diedit),youtube,netral,kalo menurut merchant si biru skrg lebih banyak dr si ungu promo vochernga jg lebih sering
Saldo dompet digital bisa hilang gak sih? Misalnya di akhir tahun saldo dihilangkan gitu,6 tahun yang lalu,youtube,negatif,saldo dompet digital bisa hilang gak sih misalnya akhir tahun saldo dihilangkan gitu
"Gue pilih dana, karna cuma dana yg berhasil verifikasi ktp gw yg rusak. 🤗",6 tahun yang lalu,youtube,netral,gue pilih dana karna cuma dana yg berhasil verifikasi ktp gw yg rusak 🤗
Lama lama beli cilok pake aplikasi dana,6 tahun yang lalu,youtube,netral,lama lama beli cilok pake aplikasi dana
"Yg pake link aja pernah ngak ngalami hal² sperti dibawah ini:
1. Isi pulsa data telkomsel tapi masuknya dinomor tujuan itu pulsa reguler.
2. Isi data telkomsel sukses tapi kuota tdk masuk, dan komplain ke linkaja serta cs telkomsel selang waktu lama baru masuk.
3. Isi data telkomsel laporan gagal tapi kuota masuk, namun tetep tdk dapat refund meskipun laporan gagal, hal ini sama tdk ada yg dirugikan, namun laporanya tidak valid alias tdk sesuai yg terjadi. Jika buat ngisi nomor kita sendiri gak masalah kita tau, namun jika buat jualan bisa rugi jika sipembeli kbetulan tdk bawa hp, otomatis kitanya gak narik duit pembayaran kan sbb laporan gagal. Eh pas selepas sampai rumah sipembeli lihat notif kuota masuk, pembeli yg baik dia kembali & membayar, namun jika tdk, penjual yg rugi sbb lap gagal namun kuota masuk & refundpun tak ada.

Semoga link aja bisa memperbaiki sistemnya biar gak ngrugiin pelanggan.",6 tahun yang lalu,youtube,negatif,yg pake link aja pernah ngak ngalami hal² sperti dibawah isi pulsa data telkomsel tapi masuknya dinomor tujuan pulsa reguler isi data telkomsel sukses tapi kuota tdk masuk komplain linkaja serta cs telkomsel selang waktu lama baru masuk isi data telkomsel laporan gagal tapi kuota masuk namun tetep tdk dapat refund meskipun laporan gagal hal sama tdk ada yg dirugikan namun laporanya tidak valid alias tdk sesuai yg terjadi jika buat ngisi nomor kita sendiri gak masalah kita tau namun jika buat jualan bisa rugi jika sipembeli kbetulan tdk bawa hp otomatis kitanya gak narik duit pembayaran kan sbb laporan gagal eh pas selepas sampai rumah sipembeli lihat notif kuota masuk pembeli yg baik kembali membayar namun jika tdk penjual yg rugi sbb lap gagal namun kuota masuk refundpun tak ada semoga link aja bisa memperbaiki sistemnya biar gak ngrugiin pelanggan
Ini ceritanya promosi ovo ya? Saya pakai gopay,6 tahun yang lalu,youtube,netral,ceritanya promosi ovo ya pakai gopay
Sedih ovo udah gabisa top up lewat alfa,6 tahun yang lalu,youtube,positif,sedih ovo udah gabisa top up lewat alfa
ktanya nnti bln januari 2020 ovo tranfer bank byr 2500 betul kah itu,6 tahun yang lalu,youtube,netral,ktanya nnti bln januari ovo tranfer bank byr betul kah
"semuanya saya pake kecuali linkaja
yang saya manfaatkan disini adalah fitur transfer nya dan top up nya bisa di mini market",6 tahun yang lalu,youtube,positif,semuanya pake kecuali linkaja manfaatkan disini adalah fitur transfer nya top up nya bisa mini market
8:47-8:51😁,6 tahun yang lalu,youtube,netral,😁
Waduh ayo jangan salah fokus.. kita #mulaisekarang belajar kelola uang 😂,6 tahun yang lalu,youtube,netral,waduh ayo jangan salah fokus kita belajar kelola uang 😂
Itu maharnya gede loh bang... Loe harus bisa beli kereta api buat dapetin dia..? Apa loe mampu?,6 tahun yang lalu,youtube,netral,maharnya gede loh bang loe harus bisa beli kereta api buat dapetin apa loe mampu
 @danielsan7368  wanjir beli kreta api 🤣🤣🤣,6 tahun yang lalu,youtube,netral,wanjir beli kreta api 🤣🤣🤣
 @danielsan7368   Sriwihastomo Arief Maulana  maafkan saudara salah sebut namanya juga manusia.. dan belum di edit dikasih tulisan sebagai penanda. Lumayan hiburan ya.. semoga next bisa semakin baik lagi dalam memberikan informasi 😂,6 tahun yang lalu,youtube,netral,sriwihastomo arief maulana maafkan saudara salah sebut namanya manusia belum edit dikasih tulisan sebagai penanda lumayan hiburan ya semoga next bisa semakin baik lagi dalam memberikan informasi 😂
Kalo pake jenius free kak.. kepotong dari gratis kuota nya aja kayaknya. Pakai DANA juga bisa untuk top up tinggal di send to nobu bank 9+ nomor ovo,6 tahun yang lalu,youtube,positif,kalo pake jenius free kak kepotong gratis kuota nya aja kayaknya pakai dana bisa top up tinggal send to nobu bank nomor ovo
 @FINTALK  terimakasih ka chanel fintalk emang the best deh untuk edukasi seputar keuangan,6 tahun yang lalu,youtube,netral,terimakasih ka chanel fintalk emang the best deh edukasi seputar keuangan
" @FINTALK  tadi saya pakek jenius kok ga gratis ka, biyaya adminnya 3k?",6 tahun yang lalu,youtube,netral,tadi pakek jenius kok ga gratis ka biyaya adminnya k
Biaya topup Rp1000 mulai besok tgl 2 Maret. Sekarang masih tgl 1 Maret. Oh My God....,6 tahun yang lalu,youtube,netral,biaya topup rp mulai besok tgl maret sekarang masih tgl maret oh my god
 @kangdalwae6441  pakai jenius masih free cuma kepotong kuota gratis sajaa,6 tahun yang lalu,youtube,netral,pakai jenius masih free cuma kepotong kuota gratis sajaa
Pakai untuk beli tiket kereta juga okee,6 tahun yang lalu,youtube,netral,pakai beli tiket kereta okee
Bukan beli kereta ya kak?,6 tahun yang lalu,youtube,netral,bukan beli kereta ya kak
Banyak kelebihan nya karena pemain unggulan dan cukup pertama kali booming,6 tahun yang lalu,youtube,netral,banyak kelebihan nya pemain unggulan cukup pertama kali booming
Typo is real 😁,6 tahun yang lalu,youtube,netral,typo is real 😁
"Linkaja buat krl iss oke, soalny kadang aku kelupaan bawa kartu mhsw 😄",6 tahun yang lalu,youtube,netral,linkaja buat krl iss oke soalny kadang kelupaan bawa kartu mhsw 😄
Kl promo semakin hilang. Kamu  ttp cinta? 😄,6 tahun yang lalu,youtube,netral,kl promo semakin hilang ttp cinta 😄
No promo no party ya bang... Ya jelas itu BUMN punya.. para pemain BUMN maunya berat.. kalo gak banyak bini ya banyak gundik..tuh liat Dirut Garuda..hahahaha,6 tahun yang lalu,youtube,netral,no promo no party ya bang ya jelas bumn punya para pemain bumn maunya berat kalo gak banyak bini ya banyak gundiktuh liat dirut garudahahahaha
Bisa tf ke bank gak Ka?,6 tahun yang lalu,youtube,netral,bisa tf bank gak ka
"Gak mungkin gua udah 3 bulan pake tpi sakses terus,,sebulan saya transfer dan bertransaksi aman"" aja",5 tahun yang lalu,youtube,netral,gak mungkin gua udah bulan pake tpi sakses terussebulan transfer bertransaksi aman aja
"Salah satu kekurangan digital, terkadang ada aja masalah seperti ini",6 tahun yang lalu,youtube,netral,salah satu kekurangan digital terkadang ada aja masalah seperti
Ke cs dong,6 tahun yang lalu,youtube,netral,cs dong
"Dana, transfer ke semua bank gratis 10 kali pertama, dalam 1 bulan, berikutnya bayar.",6 tahun yang lalu,youtube,netral,dana transfer semua bank gratis kali pertama dalam bulan berikutnya bayar
Gk mungkin,5 tahun yang lalu,youtube,netral,gk mungkin
Banyak juga kak akun-nya 🤔,6 tahun yang lalu,youtube,netral,banyak kak akunnya 🤔
" @FINTALK  cman pake satu sim card ka, tpi dftr dri bbrpa e wallet",6 tahun yang lalu,youtube,netral,cman pake satu sim card ka tpi dftr dri bbrpa e wallet
Gue bngetttt.... Mana promo yg besar kearah situ,6 tahun yang lalu,youtube,netral,gue bngetttt mana promo yg besar kearah situ
"Sekarang mulai menurun nih promonya, tanda tanda bakar duit sudah minim. Dan promo mulai diakali dengan kenaikan harga lebih dulu",6 tahun yang lalu,youtube,netral,sekarang mulai menurun nih promonya tanda tanda bakar duit sudah minim promo mulai diakali kenaikan harga lebih dulu
Kamu ga sendirian 😁,5 tahun yang lalu,youtube,netral,ga sendirian 😁
"Iya bener banget, lebih cuan pakai biru ya sekarang kam",6 tahun yang lalu,youtube,netral,iya bener banget lebih cuan pakai biru ya sekarang kam
Dana maksud lu?,4 tahun yang lalu,youtube,netral,dana maksud lu
Tidak kak. Hilang kalau kita belanjain hihi. Atau ada pencurian data nasabah seperti kejahatan siber,6 tahun yang lalu,youtube,negatif,tidak kak hilang kalau kita belanjain hihi ada pencurian data nasabah seperti kejahatan siber
Pertanyaan bodoh😄😄,6 tahun yang lalu,youtube,netral,pertanyaan bodoh😄😄
"Bisa hilang kalau jaringan internet dirusak sampai parahnya, misal invasi alien... Wkwkwk",6 tahun yang lalu,youtube,negatif,bisa hilang kalau jaringan internet dirusak sampai parahnya misal invasi alien wkwkwk
 @kangdalwae6441  sangat konspirasi ya kak 😂,6 tahun yang lalu,youtube,netral,sangat konspirasi ya kak 😂
"dana juga gede sekarang kak diskonya, lumayan mumpung masih bakar duit",6 tahun yang lalu,youtube,netral,dana gede sekarang kak diskonya lumayan mumpung masih bakar duit
" @FINTALK  oya kak mau ngasih inpoh nih, u linkaja skrg transaksi dibatasi cuma 3x doang, yg sbelum2nya 10x turun 5x turun lagi 3x, kek ngak niat jual produk, terus komplain via tweet responya lelet bgt bhkan bisa berhari2 br dibls.",6 tahun yang lalu,youtube,netral,oya kak mau ngasih inpoh nih u linkaja skrg transaksi dibatasi cuma x doang yg sbelumnya x turun x turun lagi x kek ngak niat jual produk terus komplain via tweet responya lelet bgt bhkan bisa berhari br dibls
"Betul sekali, pas verifikasi ktp sy ragu..bisa gak ya soalnya ktp dah rusak lapisan luar dah terlepas, sbagian tulisan ada yg ikut terlepas, trus foto pas diwajah dah ada goresan tinta atau apa gitu, mau tak bersihin takut malah buram..taunya pas verifikasi langsung berhasil, senang sekali😀",6 tahun yang lalu,youtube,netral,betul sekali pas verifikasi ktp sy ragubisa gak ya soalnya ktp dah rusak lapisan luar dah terlepas sbagian tulisan ada yg ikut terlepas trus foto pas diwajah dah ada goresan tinta apa gitu mau tak bersihin takut malah buramtaunya pas verifikasi langsung berhasil senang sekali😀
"Gue upgrade ke premium di dana, gagal mulu, foto agak burem.",6 tahun yang lalu,youtube,negatif,gue upgrade premium dana gagal mulu foto agak burem
 @ganjarnugraha4763  diperhatikan lagi kak kualitas fotonya..,6 tahun yang lalu,youtube,netral,diperhatikan lagi kak kualitas fotonya
betul betul betul,5 tahun yang lalu,youtube,netral,betul betul betul
Aku yg punya kamera burik. Pinjem hp orsng buat verifikasi. Aowkwkwk,5 tahun yang lalu,youtube,netral,yg punya kamera burik pinjem hp orsng buat verifikasi aowkwkwk
hahahha sudah ada kak malahan tukang cilok bayarnya via dompet digital,6 tahun yang lalu,youtube,netral,hahahha sudah ada kak malahan tukang cilok bayarnya via dompet digital
masalah teknis untuk aplikasi baru emang kadang suka terjadi kak.. link aja masih belum bisa nyalip pendahulunya nih ovo gopay dan dana. Dia masih belum se 'bakar' duit itu,6 tahun yang lalu,youtube,netral,masalah teknis aplikasi baru emang kadang suka terjadi kak link aja masih belum bisa nyalip pendahulunya nih ovo gopay dana masih belum se bakar duit
" @FINTALK  ooo pantes, trimksih infonya, baru bbrp hari lalu sy dfr dana, lumayan blom ada problem.",6 tahun yang lalu,youtube,netral,ooo pantes trimksih infonya baru bbrp hari lalu sy dfr dana lumayan blom ada problem
"Alhamdulillah utk nomor 1 belum pernah, tapi nomor 2 & 3 pernah... hehe",6 tahun yang lalu,youtube,netral,alhamdulillah utk nomor belum pernah tapi nomor pernah hehe
waduh nggak kak.. cuma review pemakaian. Semoga abis ini di sponsorin dan di endorse kak hehehe,6 tahun yang lalu,youtube,netral,waduh nggak kak cuma review pemakaian semoga abis sponsorin endorse kak hehehe
"gopay penggunanya lbh banyak kelas menengah atas.. dan gopay pihak langsung dari gojek, ga pake pihak ketiga... sy pribadi lbh nyaman gopay",5 tahun yang lalu,youtube,positif,gopay penggunanya lbh banyak kelas menengah atas gopay pihak langsung gojek ga pake pihak ketiga sy pribadi lbh nyaman gopay
"Masih bisa via transfer bank, virtual account Toko di dunia maya, konter pulsa juga bisa...",6 tahun yang lalu,youtube,netral,masih bisa via transfer bank virtual account toko dunia maya konter pulsa bisa
sekarang udah mulai abis kak promonya.. jadi ada yang berbayar,6 tahun yang lalu,youtube,netral,sekarang udah mulai abis kak promonya ada berbayar
Ovo mulai gak bersahabat kaya dulu,6 tahun yang lalu,youtube,netral,ovo mulai gak bersahabat kaya dulu
Kena charge.,5 tahun yang lalu,youtube,netral,kena charge
"iya betul kak.. mulai pertengahan desember nanti. Salah satunya selain sahamnya udah di lepas, udah bakar duit terus gede gedean kak..",6 tahun yang lalu,youtube,netral,iya betul kak mulai pertengahan desember nanti salah satunya selain sahamnya udah lepas udah bakar duit terus gede gedean kak
Ovo Per tanggal 1 maret juga ada biaya top up 1000,6 tahun yang lalu,youtube,positif,ovo per tanggal maret ada biaya top up
 @isaaalproject  Tgl 2 Maret 2020,6 tahun yang lalu,youtube,netral,tgl maret
"Bbrp hari ini transfer ke bank pakai dana gratis 10 kali per bulan, tapi syaratnya utk nominal transfer harus minimal 50rb. Di bawah 50rb kalau tidak salah ada biaya 4500.",5 tahun yang lalu,youtube,netral,bbrp hari transfer bank pakai dana gratis kali per bulan tapi syaratnya utk nominal transfer harus minimal rb bawah rb kalau tidak salah ada biaya
"Maaf nanya Gan, kalo Dana itu pulsanya murah gak ya?
Trimksih sblumnya,..",6 tahun yang lalu,youtube,netral,maaf nanya gan kalo dana pulsanya murah gak ya trimksih sblumnya
 @osengngapak  murah kak,6 tahun yang lalu,youtube,netral,murah kak
"@GG GαρlєχGαмιиɢッ makasih inponya, bbrp hr lalu langsung dftr dana, lumayan blom ada problem, cuma pulsa tsel 5 ama yg 10k gak ada, coba kalo ada..wuih mantab, maklum tetanggaku sering beli 5k & 10k soalnya.",6 tahun yang lalu (diedit),youtube,netral,gαρlєχgαмιиɢッ makasih inponya bbrp hr lalu langsung dftr dana lumayan blom ada problem cuma pulsa tsel ama yg k gak ada coba kalo adawuih mantab maklum tetanggaku sering beli k k soalnya
iya betul lumayan gratis transfer jadi bisa lebih hemat kak..,6 tahun yang lalu,youtube,netral,iya betul lumayan gratis transfer bisa lebih hemat kak
salah sebut ka hahaha. Makasih sudah nonton,6 tahun yang lalu,youtube,netral,salah sebut ka hahaha makasih sudah nonton
Buat beli kereta api,6 tahun yang lalu,youtube,netral,buat beli kereta api
Beli kereta api dong hahaha,5 tahun yang lalu,youtube,netral,beli kereta api dong hahaha
"Kelemahan semua dompet digital itu adalah,,, kalo batre mati , ditambah sinyal mati, auto miskin bauhahah",6 tahun yang lalu,youtube,netral,kelemahan semua dompet digital adalah kalo batre mati ditambah sinyal mati auto miskin bauhahah
"Yup betul banget, dlu pernah buru2 pergi dri magelang ke yogya lupa bawa dompet, mau tarik tunai di alfa data internet hbs, untung mas2 nya yg jaga alfa mau hotspot in",6 tahun yang lalu,youtube,netral,yup betul banget dlu pernah buru pergi dri magelang yogya lupa bawa dompet mau tarik tunai alfa data internet hbs untung mas nya yg jaga alfa mau hotspot in
Setujuuuuuu buanget tuch,5 tahun yang lalu,youtube,netral,setujuuuuuu buanget tuch
Hahhaha. Iya bro,5 tahun yang lalu,youtube,netral,hahhaha iya bro
Dompet ampek ngjudel diikat pakek karet trus jatuh low g dcopet sama juga boong😁😁😁ada minus ada plusnya,5 tahun yang lalu,youtube,netral,dompet ampek ngjudel diikat pakek karet trus jatuh low g dcopet sama boong😁😁😁ada minus ada plusnya
Oalah tuambah rame hahaha,5 tahun yang lalu,youtube,netral,oalah tuambah rame hahaha
😅😅😅👍👍,4 tahun yang lalu,youtube,netral,😅😅😅👍👍
"Kan ada pawerbank, trs ada wifi yg bisa di bawa yg kecill",4 tahun yang lalu,youtube,netral,kan ada pawerbank trs ada wifi yg bisa bawa yg kecill
Dan kelemahan sebenrnya ada alah kasihan yg ga tau apa apa,4 tahun yang lalu,youtube,netral,kelemahan sebenrnya ada alah kasihan yg ga tau apa apa
Betul sekali apalagi kalau nemu daerah yg sinyalnya susah waduuh jadi gerah juga,3 tahun yang lalu,youtube,netral,betul sekali apalagi kalau nemu daerah yg sinyalnya susah waduuh gerah
"Itulah kelemahan di era digital nih, jaman serba cepat tapi jadi ketergantungan sama smartphone :)",6 tahun yang lalu,youtube,positif,itulah kelemahan era digital nih jaman serba cepat tapi ketergantungan sama smartphone
Ces lah,4 tahun yang lalu,youtube,netral,ces lah
"Ditambah minta hotspot,terus kata sandi nya (beli kuota oy)😂😂 +++ maluuu🗿",3 tahun yang lalu,youtube,netral,ditambah minta hotspotterus kata sandi nya beli kuota oy😂😂 maluuu🗿
Wkwk... komen tergokil,3 tahun yang lalu,youtube,netral,wkwk komen tergokil
🤣🤣🤣 Benar sekali👍👍🤣,3 tahun yang lalu,youtube,netral,🤣🤣🤣 benar sekali👍👍🤣
Saya selalu bwa power bank yg 20rb mah jd hpe sya tdk pernh mati,2 tahun yang lalu,youtube,netral,selalu bwa power bank yg rb mah jd hpe sya tdk pernh mati
Smartphone jadi pemeran penting,2 tahun yang lalu,youtube,netral,smartphone pemeran penting
Mksdnya gimana? Uang hilabg srmua gitu ?,6 tahun yang lalu,youtube,netral,mksdnya gimana uang hilabg srmua gitu
 @andikaheriyanto705  mksdnya jika anda punya e-wallet ada saldo 1 Milyar nah jika ga terhubung inet mah ga bisa buat bayar/belanja,6 tahun yang lalu,youtube,netral,mksdnya jika anda punya ewallet ada saldo milyar nah jika ga terhubung inet mah ga bisa buat bayarbelanja
Mbak nya trtawa membaca ini,5 tahun yang lalu,youtube,netral,mbak nya trtawa membaca
Apa belum pada Coba Speedcash kah kawan²??,8 hari yang lalu,youtube,netral,apa belum pada coba speedcash kah kawan²
Saya kecewa sama dana karena pas perlu malah transaksi nya gagal karena masalh keamanan,10 hari yang lalu,youtube,negatif,kecewa sama dana pas perlu malah transaksi nya gagal masalh keamanan
Pake dana ribet tapi goopay tetap yang terbaik,2 bulan yang lalu,youtube,negatif,pake dana ribet tapi goopay tetap terbaik
Bagus,3 bulan yang lalu,youtube,positif,bagus
harus punya rekening bca dulu buat top up,4 bulan yang lalu,youtube,positif,harus punya rekening bca dulu buat top up
"Kak, kalo pake brimo aman ga buat nyimpan saldo? Tapi saya belum ada rekening dan belum pernah pake sama sekali apakah bisa daftar brimo dan bisa langsung simpan saldonya? 
Terus apakah rekening yang dibuat dari aplikasi brimo yang saya daftarkan tadi bisa digunakan secara offline? 
Terus kalo simpan di brimo harus bayar setoran ya.. Kalo ga bayar nanti bisa dibekukan?",5 bulan yang lalu,youtube,positif,kak kalo pake brimo aman ga buat nyimpan saldo tapi belum ada rekening belum pernah pake sama sekali apakah bisa daftar brimo bisa langsung simpan saldonya terus apakah rekening dibuat aplikasi brimo daftarkan tadi bisa digunakan secara offline terus kalo simpan brimo harus bayar setoran ya kalo ga bayar nanti bisa dibekukan
Ovo mercant biaya admin mhal bnget,5 bulan yang lalu,youtube,netral,ovo mercant biaya admin mhal bnget
Gue pake aplikasi dana selama ini aman aja nyimpan duit ampe juta,7 bulan yang lalu,youtube,positif,gue pake aplikasi dana selama aman aja nyimpan duit ampe juta
Saya jjur kecewa sama dana saya sudah 3 kali ajukan ganti nomor di persulit nomor sudah tidak aktif mau saya ganti susah,7 bulan yang lalu,youtube,negatif,jjur kecewa sama dana sudah kali ajukan ganti nomor persulit nomor sudah tidak aktif mau ganti susah
shopeepay bs untuk nabung gak sih? sbb skrg lg rame berita klo rekening nganggur bakal dibekukan,8 bulan yang lalu,youtube,netral,shopeepay bs nabung gak sih sbb skrg lg rame berita klo rekening nganggur bakal dibekukan
Keren min jdi tau jenis jenis wallet,9 bulan yang lalu,youtube,positif,keren min jdi tau jenis jenis wallet
Tim yg masih pake debit😂 males banget soalnya data kita bisa kebaca,9 bulan yang lalu,youtube,netral,tim yg masih pake debit😂 males banget soalnya data kita bisa kebaca
"Yang mau gratis admin isi saldonya ini rankingnya
1. Gopay/Bank JAGO unlimited/gratis admin via virtual account setiap bank 5 kali tanpa syarat minimum 
2. ShopeePay/SeaBank Unlimited/gratis admin 5 kali saja dari transfer bank syarat 50K minimal/Indomaret 3 kali setor tunai Syarat 50K minimal 
3. Dana belum pernah nyoba😂",10 bulan yang lalu,youtube,netral,mau gratis admin isi saldonya rankingnya gopaybank jago unlimitedgratis admin via virtual account setiap bank kali tanpa syarat minimum shopeepayseabank unlimitedgratis admin kali saja transfer bank syarat k minimalindomaret kali setor tunai syarat k minimal dana belum pernah nyoba😂
shopepay aman ga? izin nanya 🙏,11 bulan yang lalu,youtube,positif,shopepay aman ga izin nanya 🙏
😂😂😂 dana sering nyuri saldo,1 tahun yang lalu,youtube,netral,😂😂😂 dana sering nyuri saldo
Kalo buat nyimpen uang yg paling aman yg mana ovo ato gopay,1 tahun yang lalu,youtube,positif,kalo buat nyimpen uang yg paling aman yg mana ovo ato gopay
Paling suka gopay gratis transer 100x perbulan mantap gk lemot lagi pokoknya gopay jos bnyk promo dan beli pulsa juga murah,1 tahun yang lalu,youtube,netral,paling suka gopay gratis transer x perbulan mantap gk lemot lagi pokoknya gopay jos bnyk promo beli pulsa murah
Aku pengguna Nucash App 🙋🏻‍♂️,1 tahun yang lalu,youtube,netral,pengguna nucash app 🙋🏻‍♂️
"Gua si gopay soalnya, pulsa sama kouta nya murah murah cuyy",1 tahun yang lalu,youtube,netral,gua si gopay soalnya pulsa sama kouta nya murah murah cuyy
"Mnrutku yg pling Aman LinkAja klo ada mslah lgsg ke grapari aja, awal dri T-cash jdi linkAja cma yaa msih mhal msal tf ke bank msih 6500, lbih enak pkk gopay biaya murah",1 tahun yang lalu,youtube,positif,mnrutku yg pling aman linkaja klo ada mslah lgsg grapari aja awal dri tcash jdi linkaja cma yaa msih mhal msal tf bank msih lbih enak pkk gopay biaya murah
ga harus bca sih kak,4 bulan yang lalu,youtube,netral,ga harus bca sih kak
pake apa aja yg bisa,4 bulan yang lalu,youtube,netral,pake apa aja yg bisa
langsung tanya ke cs bank bri saja kak,5 bulan yang lalu,youtube,netral,langsung tanya cs bank bri saja kak
​ @situsgadget Ok kak,5 bulan yang lalu,youtube,netral,​ ok kak
iya lagi 😢,5 bulan yang lalu,youtube,netral,iya lagi 😢
"Masa sih bang, saya no sudah mati tapi masih bisa masuk kok..",7 bulan yang lalu,youtube,netral,masa sih bang no sudah mati tapi masih bisa masuk kok
Iya gimana yah caranya hp saya hilang,6 bulan yang lalu,youtube,negatif,iya gimana yah caranya hp hilang
Aku bulan kmren bisa kok ganti nomorku yg hilang,6 bulan yang lalu,youtube,negatif,bulan kmren bisa kok ganti nomorku yg hilang
bisa kak,8 bulan yang lalu,youtube,netral,bisa kak
Aman aja,10 bulan yang lalu,youtube,positif,aman aja
Betul sekali jangan pake ewalet dana saldo suka hilang pas di tanyain lewat cs nya jawaban nya ga pernah nyambung.maslah tidak dapat teratasi saldo ga bisa balik lagi malah bilang nya harus lapor ke kepolisian haha,11 bulan yang lalu (diedit),youtube,negatif,betul sekali jangan pake ewalet dana saldo suka hilang pas tanyain lewat cs nya jawaban nya ga pernah nyambungmaslah tidak dapat teratasi saldo ga bisa balik lagi malah bilang nya harus lapor kepolisian haha
sama kejadian nya kaya saya tiba2 logout terus ga bisa masuk lagi nomor akun diganti pedahal tidak pernah menerima kode otp apapun,11 bulan yang lalu,youtube,netral,sama kejadian nya kaya tiba logout terus ga bisa masuk lagi nomor akun diganti pedahal tidak pernah menerima kode otp apapun
​ @febridialugina4173 kok kasus ya sama KA aku ya,8 bulan yang lalu,youtube,netral,​ kok kasus ya sama ka ya
Sama dgn kasus saya sudah 20 hari akun DANA sy tidak bisa login padahal tiap hari terpakai.saldo 2juta cs responya ngaco.,11 bulan yang lalu (diedit),youtube,netral,sama dgn kasus sudah hari akun dana sy tidak bisa login padahal tiap hari terpakaisaldo juta cs responya ngaco
Iya parah si dana sekarang saya ganti nomor udah ga aktif di persulit saldo nyangkut​ @fahrulfahrul7259 ,7 bulan yang lalu,youtube,negatif,iya parah si dana sekarang ganti nomor udah ga aktif persulit saldo nyangkut​
Gopay lebih populer,10 bulan yang lalu,youtube,netral,gopay lebih populer
Applikasi dana punya aku gagal terus verifikasi wajah,10 bulan yang lalu,youtube,negatif,applikasi dana punya gagal terus verifikasi wajah
 @fika_nyrtea_indonesia  Kalo udah masuk dimatiin aja di pengaturan,9 bulan yang lalu,youtube,netral,kalo udah masuk dimatiin aja pengaturan
Tapi Pakek batas waktu,1 tahun yang lalu,youtube,netral,tapi pakek batas waktu
Itu tambahan untuk masa berlaku kartu bukan batas waktu pulsa itu kocak ​ @feryariandy9144 ,10 bulan yang lalu,youtube,netral,tambahan masa berlaku kartu bukan batas waktu pulsa kocak ​
